name	Gohan
	blast	0
	frame	data/chars/Gohan/solar01.gif
	frame	data/chars/Gohan/solar00.gif
		
anim	throw
	loop	0
	shadowcoords	18 77
	offset	38 77
	delay	6
	@cmd	spawnparent "pdust" -10 0 -20
	frame	data/chars/Gohan/throw00.gif
	frame	data/chars/Gohan/throw01.gif
	frame	data/chars/Gohan/throw02.gif
	frame	data/chars/Gohan/throw03.gif
	frame	data/chars/Gohan/throw04.gif
	frame	data/chars/Gohan/throw05.gif
		
anim	walk
	loop	1
	delay	7
	shadowcoords	18 77
	offset	38 77
	bbox	35 55 17 20
	frame	data/chars/Gohan/walk00.gif
	frame	data/chars/Gohan/walk01.gif
	frame	data/chars/Gohan/walk02.gif
	frame	data/chars/Gohan/walk03.gif
	frame	data/chars/Gohan/walk04.gif
	frame	data/chars/Gohan/walk05.gif
	frame	data/chars/Gohan/walk06.gif
	frame	data/chars/Gohan/walk07.gif
		
#|edited by openBor Stats v 0.67
		
