name				wraith2
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

anim fall2
	shadowcoords 218 198
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	212 143 30 55
	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-4
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-4
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

anim rise2
	shadowcoords 218 198
	loop	0
	 offset     225 198
	delay	12
	frame	data/chars/wraith/idle00.gif

anim death2
	shadowcoords 218 198
	jumpframe	0 2 0
	landframe	56
	loop	0
	 offset     225 198
	delay	2
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a101.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a102.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a103.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a104.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a105.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a106.gif
	frame	data/chars/misc/empty.gif
	frame	data/chars/wraith/a107.gif
	frame	data/chars/misc/empty.gif

	delay		5
	sound   data/sounds/burn01.wav
	frame	data/chars/wraith/death01.gif
	frame	data/chars/wraith/death02.gif
	frame	data/chars/wraith/death03.gif
	frame	data/chars/wraith/death04.gif
	frame	data/chars/wraith/death05.gif
	frame	data/chars/wraith/death06.gif
	frame	data/chars/wraith/death07.gif
	frame	data/chars/wraith/death08.gif

	offset	30 30
	delay		5
	move		1000
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
		frame		data/chars/misc/empty.gif
	

#----------------------------------------ATTACK 2----------------------------------------;

#----------------------------------------BURN ATTACK----------------------------------------;

anim pain3
	shadowcoords 218 198
	subentity	dust01
	spawnframe	12 0 0 0 0
	loop	0
	bbox	212 143 30 55
	
	offset     225 198
	
	delay   2
	move	-5
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-4
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-4
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-3
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-3
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif
	move	-2
	frame	data/chars/wraith/a103.gif
	frame	data/chars/wraith/a104.gif
	move	-2
	frame	data/chars/wraith/a105.gif
	frame	data/chars/wraith/a106.gif
	move	-1
	frame	data/chars/wraith/a107.gif
	frame	data/chars/wraith/wk00.gif
	move	-1
	frame	data/chars/wraith/a101.gif
	frame	data/chars/wraith/a102.gif

	move	0
	delay   2
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif
	offset     228 198
	frame	data/chars/wraith/a107.gif
	offset     225 198
	frame	data/chars/wraith/wk00.gif
	offset     222 198
	frame	data/chars/wraith/a101.gif
	offset     225 198
	frame	data/chars/wraith/a102.gif
	offset     228 198
	frame	data/chars/wraith/a103.gif
	offset     225 198
	frame	data/chars/wraith/a104.gif
	offset     222 198
	frame	data/chars/wraith/a105.gif
	offset     225 198
	frame	data/chars/wraith/a106.gif

