name	toguro1
	bbox	16 48 62 87
	loop	0
	delay	8
	offset	54 128
	frame	data/chars/toguro1/qpiso1.gif
	offset	40 126
	frame	data/chars/toguro1/qpiso2.gif
	sound	data/sounds/boom.wav
	bbox	20 22 56 70
	offset	40 88
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/toguro1/qpiso3.gif
	attack	54 12 79 85 8 0 1 0 0 0
	offset	40 88
	frame	data/chars/toguro1/qpiso7.gif
	attack	0 0 0 0 0 0 0 0 0 0
	offset	40 88
	frame	data/chars/toguro1/qpiso6.gif
	attack	54 12 79 85 8 0 1 0 0 0
	offset	40 88
	delay	8
	frame	data/chars/toguro1/qpiso5.gif
	offset	40 88
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/toguro1/qpiso4.gif
	attack	54 12 79 85 8 0 1 0 0 0
	offset	40 88
	frame	data/chars/toguro1/qpiso5.gif
	offset	40 88
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/toguro1/qpiso6.gif
	attack	54 12 79 85 8 0 1 0 0 0
	offset	40 88
	frame	data/chars/toguro1/qpiso7.gif
	offset	40 88
	attack	0 0 0 0 0 0 0 0 0 0
	frame	data/chars/toguro1/qpiso8.gif
	attack	54 12 79 85 8 1 1 0 0 0
	offset	40 88
	frame	data/chars/toguro1/qpiso9.gif
	attack	0 0 0 0 0 0 0 0 0 0
	offset	40 88
	frame	data/chars/toguro1/qpiso10.gif
	attack	54 12 79 85 0 0 1 0 0 0
	offset	40 88
	frame	data/chars/toguro1/qpiso3.gif
		
anim	walk
	loop	1
	offset	23 119
	bbox	11 12 41 105
	delay	12
	frame	data/chars/toguro1/walk1.gif
	offset	23 121
	frame	data/chars/toguro1/walk2.gif
	offset	22 119
	frame	data/chars/toguro1/walk3.gif
	offset	23 121
	frame	data/chars/toguro1/walk2.gif
		
#|edited by openBor Stats v 0.67
		
