name	Frost_Giant
anim	block
	drawmethod	280	280
	loop	0
	delay	3
	offset	183 152
	bbox	154 79 127 87
	move	-10
	sound	data/sounds/guard.wav
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	move	-8
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	move	-6
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	move	-4
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	move	-2
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	frame	data/chars/Frost_Giant/a103.gif
	offset	183 152
	delay	20
	move	0
	delay	10
	frame	data/chars/Frost_Giant/a103.gif
		
anim	bpain
	drawmethod	280	280
	loop	0
	offset	18 158
	delay	4
	bbox	154 79 127 87
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	frame	data/chars/misc/bfire04.gif
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	frame	data/chars/misc/bfire04.gif
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	frame	data/chars/misc/bfire04.gif
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	offset	218 156
	delay	20
	frame	data/chars/Frost_Giant/pain1.gif
		
anim	burn
	drawmethod	280	280
	loop	0
	offset	18 158
	delay	4
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	frame	data/chars/misc/bfire04.gif
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	frame	data/chars/misc/bfire04.gif
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	frame	data/chars/misc/bfire04.gif
	frame	data/chars/misc/bfire01.gif
	frame	data/chars/misc/bfire02.gif
	frame	data/chars/misc/bfire03.gif
	offset	223 126
	delay	20
	frame	data/chars/Frost_Giant/fall2.gif
		
anim	fall
	drawmethod	280	280
	loop	0
	delay	40
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	208 164
	frame	data/chars/Frost_Giant/pain2.gif
	delay	20
	offset	220 169
	sound	data/sounds/FHurt.wav
	frame	data/chars/Frost_Giant/fall1.gif
	offset	234 135
	frame	data/chars/Frost_Giant/fall4.gif
	delay	20
	offset	223 126
	frame	data/chars/Frost_Giant/fall2.gif
		
anim	idle
	drawmethod	280	280
	loop	1
	offset	187 158
	bbox	134 79 127 87
	delay	1
	frame	data/chars/Frost_Giant/idle.gif
		
anim	pain
	drawmethod	280	280
	loop	0
	delay	3
	offset	218 156
	bbox	154 79 127 87
	sound	data/sounds/FHurt.wav
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	208 164
	frame	data/chars/Frost_Giant/pain2.gif
	offset	218 156
	delay	23
	frame	data/chars/Frost_Giant/pain1.gif
		
anim	pain2
	drawmethod	280	280
	loop	0
	delay	3
	offset	218 156
	bbox	2154 79 127 87
	move	-10
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	move	-8
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	move	-6
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	move	-4
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	move	-2
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	218 156
	delay	20
	move	0
	frame	data/chars/Frost_Giant/pain1.gif
		
anim	pain3
	drawmethod	280	280
	loop	0
	delay	4
	bbox	0 0 0 0
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox01.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	delay	8
	bbox	60 30 35 55
	frame	data/chars/misc/fox01.gif
	frame	data/chars/misc/fox02.gif
	frame	data/chars/misc/fox03.gif
	frame	data/chars/misc/fox04.gif
	frame	data/chars/misc/fox05.gif
	frame	data/chars/misc/fox06.gif
	frame	data/chars/misc/fox07.gif
	delay	200
	frame	data/chars/misc/fox08.gif
	delay	4
	bbox	0 0 0 0
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
	offset	50 55
	frame	data/chars/misc/fox08.gif
	offset	218 156
	frame	data/chars/Frost_Giant/pain1.gif
		
anim	pain4
	drawmethod	280	280
	loop	0
	delay	240
	offset	218 156
	bbox	154 79 127 87
	frame	data/chars/Frost_Giant/pain1.gif
		
anim	rise
	drawmethod	280	280
	loop	0
	offset	201 137
	delay	17
	frame	data/chars/Frost_Giant/rise1.gif
	offset	188 144
	frame	data/chars/Frost_Giant/rise2.gif
		
anim	shock
	drawmethod	350	350
	loop	0
	offset	18 158
	delay	4
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	offset	223 126
	delay	20
	drawmethod	280	280
	frame	data/chars/Frost_Giant/fall2.gif
		
anim	spain
	drawmethod	350	350
	loop	0
	offset	18 158
	bbox	205 89 33 77
	delay	4
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	frame	data/chars/misc/shoc02.gif
	frame	data/chars/misc/shoc01.gif
	offset	218 156
	delay	20
	drawmethod	280	280
	frame	data/chars/Frost_Giant/pain1.gif
		
anim	walk
	drawmethod	280	280
	loop	1
	offset	182 157
	bbox	124 79 127 87
	delay	11
	frame	data/chars/Frost_Giant/walk1.gif
	offset	182 153
	frame	data/chars/Frost_Giant/walk2.gif
	offset	190 158
	frame	data/chars/Frost_Giant/walk3.gif
	offset	187 158
	frame	data/chars/Frost_Giant/idle.gif
		
#|edited by openBor Stats v 0.41
		
