name	    		Damnd2
#	cancel 	0 			2 		1 		d f a 			freespecial2
#	cancel 	0 			2 		1 		d u a 			freespecial3
	 fastattack 1
	 hitfx   	data/sounds/beat1.wav

	 loop       0
	 offset     238 177
	 bbox		230 112 22 66
	 delay      4
       frame      data/chars/damnd/a101.gif
       frame      data/chars/damnd/a102.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 delay      8
	 attack  	240 	94 	47 		25 		15 		0 		0 		0 		15
       frame      data/chars/damnd/a103.gif

anim attack2
	range 0 50
	jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat3.wav

	 loop       0
	 offset     238 177
	 bbox		230 112 22 66
	 delay      4
       frame      data/chars/damnd/a101.gif
       frame      data/chars/damnd/a102.gif
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 delay      8
	 attack  	240 	94 	47 		25 		15 		1 		0 		0 		15
       frame      data/chars/damnd/a103.gif
	 delay      4
       frame      data/chars/damnd/a102.gif
       delay   	20
       sound   	data/sounds/laugh.wav
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       delay   	50
       frame   	data/chars/damnd/idle01.gif

anim attack3
	jumpframe 1 2.5 0
	landframe  7
	range 0 50
	jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat2.wav

	 loop       0
	 offset     238 177
	 bbox		230 112 22 66

	 delay	15
       frame      data/chars/damnd/a201.gif

 	 sound   	data/sounds/jump.wav
	 delay	8
       frame      data/chars/damnd/a202.gif
       frame      data/chars/damnd/a203.gif
       frame      data/chars/damnd/a204.gif
       frame      data/chars/damnd/a205.gif
       frame      data/chars/damnd/a206.gif
	 delay	999
 #	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	224 	119 	59 		56 		15 		1 		0 		0 		24
       frame      data/chars/damnd/a207.gif

	 delay	15
 	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/damnd/a201.gif
       delay   	20
       sound   	data/sounds/laugh.wav
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       delay   	50
       frame   	data/chars/damnd/idle01.gif

anim attack4
	range 100 180
	jumpframe 1 3.3 2
	landframe  12
	jugglecost 	2
	fastattack 1
	hitfx   	data/sounds/beat2.wav

	loop       0
	offset     238 177
	bbox		230 112 22 66

	 delay	15
       frame      data/chars/damnd/a201.gif

 	 sound   	data/sounds/jump.wav
	 delay	6
       frame      data/chars/damnd/a202.gif
       frame      data/chars/damnd/a203.gif
       frame      data/chars/damnd/a204.gif
       frame      data/chars/damnd/a205.gif
       frame      data/chars/damnd/a206.gif
       frame      data/chars/damnd/a202.gif
       frame      data/chars/damnd/a203.gif
       frame      data/chars/damnd/a204.gif
       frame      data/chars/damnd/a205.gif
       frame      data/chars/damnd/a206.gif
	 delay	999
 #	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	224 	119 	59 		56 		15 		1 		0 		0 		24
       frame      data/chars/damnd/a207.gif

	 delay	15
 	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
       frame      data/chars/damnd/a201.gif
       delay   	20
       sound   	data/sounds/laugh.wav
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       delay   	50
       frame   	data/chars/damnd/idle01.gif

anim riseattack1
	 summonframe 3 0 0 0 0
	 subentity	dust
	 unsummonframe 28
 	range 0 75
	jugglecost 	2
	 fastattack 1
	 hitfx   	data/sounds/beat2.wav

	 loop       0
	 offset     238 177
	 bbox		0 0 0 0
	 delay      25
       frame      data/chars/damnd/fall02.gif
	 delay      8
       frame      data/chars/damnd/rise01.gif

	 delay      15
       frame      data/chars/damnd/a201.gif

#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	240 	94 	47 		25 		15 		1 		0 		0 		15

	 delay      2
	 move 6
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 6
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 6
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 5
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 4
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 3
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 2
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 1
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif
	 move 0
       frame      data/chars/damnd/a301.gif
       frame      data/chars/damnd/a301.gif

 	 attack  	0 	0 	0 		0 		0 		0 		0 		0 		0
	 delay      15
       frame      data/chars/damnd/a201.gif
       delay   	20
       sound   	data/sounds/laugh.wav
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       frame   	data/chars/damnd/laugh02.gif
       frame   	data/chars/damnd/laugh01.gif
       delay   	50
       frame   	data/chars/damnd/idle01.gif


#-----------------NORMAL PUNCH 01-----------------#

anim pain
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 delay      4
       frame      data/chars/damnd/pain01.gif
	 offset     237 177
       frame      data/chars/damnd/pain01.gif
	 offset     238 177
       frame      data/chars/damnd/pain01.gif
	 offset     239 177
       frame      data/chars/damnd/pain01.gif
	 offset     238 177
       frame      data/chars/damnd/pain01.gif
	 offset     237 177
       frame      data/chars/damnd/pain01.gif
	 offset     238 177
	 delay      12
       frame      data/chars/damnd/pain01.gif

anim fall
	 landframe  1
	 loop       0
	 offset     238 177
	 delay      999
	 bbox		226 102 23 76
       frame      data/chars/damnd/fall01.gif
	 delay      1
       frame      data/chars/damnd/fall02.gif


#-----------------NORMAL PUNCH 01-----------------#


#-----------------NORMAL PUNCH 02-----------------#

anim pain2
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 delay      4
       frame      data/chars/damnd/pain02.gif
	 offset     237 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif
	 offset     239 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif
	 offset     237 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
	 delay      12
       frame      data/chars/damnd/pain02.gif

anim fall2
	 landframe  1
	 loop       0
	 offset     238 177
	 delay      999
	 bbox		226 102 23 76
       frame      data/chars/damnd/fall01.gif
	 delay      1
       frame      data/chars/damnd/fall02.gif

#-----------------NORMAL PUNCH 02-----------------#


#-----------------SPECIAL ATTACK-----------------#

anim pain3
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 delay      4
       frame      data/chars/damnd/pain01.gif
	 offset     237 177
       frame      data/chars/damnd/pain01.gif
	 offset     238 177
       frame      data/chars/damnd/pain01.gif
	 offset     239 177
       frame      data/chars/damnd/pain01.gif
	 offset     238 177
       frame      data/chars/damnd/pain01.gif
	 offset     237 177
       frame      data/chars/damnd/pain01.gif
	 offset     238 177
	 delay      12
       frame      data/chars/damnd/pain01.gif

anim fall3
	 landframe  1
	 loop       0
	 offset     238 177
	 delay      999
	 bbox		0 0 0 0
       frame      data/chars/damnd/fall01.gif
	 delay      1
       frame      data/chars/damnd/fall02.gif

#-----------------SPECIAL ATTACK-----------------#

#-----------------THROW LAUNCH-----------------#

anim fall4
#	 jumpframe 	2 2.5 -2
#	 landframe	5
	 flipframe	0 
	 loop       0
	 offset     238 177
	 bbox		0 0 0 0

#-------------------------------------------cody
	 delay      999
       frame      data/chars/damnd/cody01.gif	# 0
	 delay      999
       frame      data/chars/damnd/cody02.gif	# 1
#-------------------------------------------cody
#-------------------------------------------Haggar
	 delay      999
       frame      data/chars/damnd/hagg01.gif	# 2
	 delay      999
       frame      data/chars/damnd/hagg02.gif	# 3
 	 delay      999
       frame      data/chars/damnd/hagg03.gif	# 4
	 delay      999
       frame      data/chars/damnd/hagg04.gif	# 5
#-------------------------------------------Haggar
	 delay      999
       frame      data/chars/damnd/hagg05.gif	# 6
	 delay      999
       frame      data/chars/damnd/hagg06.gif	# 7
#-------------------------------------------Haggar
	 delay      999
       frame      data/chars/damnd/hagg07.gif	# 8
	 delay      999
       frame      data/chars/damnd/hagg08.gif	# 9
	 delay      999
       frame      data/chars/damnd/hagg09.gif	# 10
	 delay      999
       frame      data/chars/damnd/hagg10.gif	# 11
	 delay      999
       frame      data/chars/damnd/hagg11.gif	# 12
#-------------------------------------------Haggar
	 delay      999
       frame      data/chars/damnd/hagg12.gif	# 13
	 delay      999
       frame      data/chars/damnd/hagg13.gif	# 14
#-------------------------------------------Haggar
#-------------------------------------------Dean
	 delay      999
       frame      data/chars/damnd/dean01.gif	# 15
	 delay      999
       frame      data/chars/damnd/dean02.gif	# 16
#-------------------------------------------Dean
	 delay      999
       frame      data/chars/damnd/dean03.gif	# 17

	 delay      999
       frame      data/chars/damnd/dean04.gif	# 18

	 delay      999
       frame      data/chars/damnd/dean05.gif	# 19
#-------------------------------------------Dean
	   

#-----------------THROW LAUNCH-----------------#

#-----------------THROW FALL-----------------#

anim fall5
	shadowcoords 238 177
	fastattack	1
	 landframe  1
	 loop       0
	 offset     198 177
	 delay      999
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	205 110 85 		55 		5 			1 		0 		0 			25			15
	 bbox		226 102 23 76
       frame      data/chars/damnd/fall01.gif
	 attack  	0 0 0 		0 		0 			0 		0 		0 			0			0
	 offset     238 177
	shadowcoords 238 177
	move	50
	 delay      1
       frame      data/chars/damnd/fall02.gif

#-----------------THROW FALL-----------------#

#-----------------THROW FALL 2-----------------#

anim fall6
	fastattack	1
	 landframe  1
	 loop       0
	 offset     238 177
	 delay      999
#	 attack{#} 	{x}	{y}	{right}	{down}	{damage}	{power}	{block}	{noflash}	{pausetime}	{z}
	 attack  	205 110 85 		55 		5 			1 		0 		0 			25			15
	 bbox		226 102 23 76
       frame      data/chars/damnd/fall01.gif
	 attack  	0 0 0 		0 		0 			0 		0 		0 			0			0
	 delay      1
       frame      data/chars/damnd/fall02.gif

#-----------------THROW FALL 2-----------------#


#-----------------BURN1-----------------#

anim pain11
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/sounds/burn101.wav
	 delay      2
       frame      data/chars/misc/burn1/burn122.gif
       frame      data/chars/misc/burn1/burn121.gif
	 offset     237 177
       frame      data/chars/misc/burn1/burn123.gif
       frame      data/chars/misc/burn1/burn121.gif
	 offset     238 177
       frame      data/chars/misc/burn1/burn124.gif
       frame      data/chars/misc/burn1/burn121.gif
	 offset     239 177
       frame      data/chars/misc/burn1/burn122.gif
       frame      data/chars/misc/burn1/burn121.gif
	 offset     238 177
       frame      data/chars/misc/burn1/burn123.gif
       frame      data/chars/misc/burn1/burn121.gif
	 offset     237 177
       frame      data/chars/misc/burn1/burn124.gif
       frame      data/chars/misc/burn1/burn121.gif
	 offset     238 177
	 delay      12
       frame      data/chars/damnd/pain01.gif

anim fall11
	 landframe  37
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/sounds/burn111.wav

	 delay      2
       frame      data/chars/misc/burn1/burn134.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn132.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn133.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn134.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn132.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn133.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn134.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn132.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn133.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn134.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn132.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn133.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn134.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn132.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn133.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn134.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn132.gif
       frame      data/chars/misc/burn1/burn131.gif
       frame      data/chars/misc/burn1/burn133.gif
       frame      data/chars/misc/burn1/burn131.gif
	 delay      999
       frame      data/chars/damnd/fall01.gif
	 delay      1
       frame      data/chars/damnd/fall02.gif

#-----------------BURN1-----------------#

#-----------------BURN2-----------------#

anim pain12
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/sounds/burn101.wav
	 delay      2
       frame      data/chars/misc/burn2/burn222.gif
       frame      data/chars/misc/burn2/burn221.gif
	 offset     237 177
       frame      data/chars/misc/burn2/burn223.gif
       frame      data/chars/misc/burn2/burn221.gif
	 offset     238 177
       frame      data/chars/misc/burn2/burn224.gif
       frame      data/chars/misc/burn2/burn221.gif
	 offset     239 177
       frame      data/chars/misc/burn2/burn222.gif
       frame      data/chars/misc/burn2/burn221.gif
	 offset     238 177
       frame      data/chars/misc/burn2/burn223.gif
       frame      data/chars/misc/burn2/burn221.gif
	 offset     237 177
       frame      data/chars/misc/burn2/burn224.gif
       frame      data/chars/misc/burn2/burn221.gif
	 offset     238 177
	 delay      12
       frame      data/chars/damnd/pain01.gif

anim fall12
	 landframe  37
	 loop       0
	 offset     238 177
	 bbox		226 102 23 76
	 sound   	data/sounds/burn111.wav

	 delay      2
       frame      data/chars/misc/burn2/burn234.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn232.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn233.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn234.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn232.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn233.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn234.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn232.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn233.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn234.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn232.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn233.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn234.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn232.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn233.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn234.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn232.gif
       frame      data/chars/misc/burn2/burn231.gif
       frame      data/chars/misc/burn2/burn233.gif
       frame      data/chars/misc/burn2/burn231.gif
	 delay      999
       frame      data/chars/damnd/fall01.gif
	 delay      1
       frame      data/chars/damnd/fall02.gif

#-----------------BURN2-----------------#

#-----------------SHOCK-----------------#

anim pain13
	 loop       0
	 offset     238 167
	 bbox		226 102 23 76
	 sound   	data/sounds/shock01.wav
	 delay      2
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 offset     237 167
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 offset     238 167
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 offset     239 167
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 sound   	data/sounds/shock01.wav
	 offset     238 167
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 offset     237 167
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 offset     238 167
	 delay      12
       frame      data/chars/damnd/pain01.gif

anim fall13
	 landframe  37
	 loop       0
	 offset     238 167
	 bbox		226 102 23 76
	 sound   	data/sounds/burn111.wav

	 delay      2
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 sound   	data/sounds/shock01.wav
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
       frame      data/chars/misc/shock/shock12.gif
       frame      data/chars/misc/shock/shock11.gif
	 offset     238 177
	 delay      999
       frame      data/chars/damnd/fall01.gif
	 delay      1
       frame      data/chars/damnd/fall02.gif

#-----------------SHOCK-----------------#

anim rise
	 loop       0
	 offset     238 177
	 delay      1
       frame      data/chars/damnd/fall02.gif
	 delay      8
       frame      data/chars/damnd/rise01.gif


	 delay      10
       frame      data/chars/damnd/rise02.gif
       frame      data/chars/damnd/rise01.gif
       frame      data/chars/damnd/rise03.gif
       frame      data/chars/damnd/rise01.gif
       frame      data/chars/damnd/rise02.gif
       frame      data/chars/damnd/rise01.gif
       frame      data/chars/damnd/rise03.gif
       frame      data/chars/damnd/rise01.gif
       frame      data/chars/damnd/rise02.gif
       frame      data/chars/damnd/rise01.gif

	 delay      16
       frame      data/chars/damnd/rise04.gif

anim death
	jumpframe 26 1.5 0
	landframe  27
	quakeframe 27 5 3
	 loop       0
	 offset     238 177
	 delay      15
       frame      data/chars/damnd/fall02.gif
	 delay      8
       frame      data/chars/damnd/rise01.gif


	 delay      4

	 offset     237 177
       frame      data/chars/damnd/rise04.gif
	 offset     238 177
       frame      data/chars/damnd/rise04.gif
	 offset     239 177
       frame      data/chars/damnd/rise04.gif
	 offset     238 177
       frame      data/chars/damnd/rise04.gif
	 offset     237 177
       frame      data/chars/damnd/rise04.gif
	 offset     238 177
       frame      data/chars/damnd/rise04.gif
	 offset     237 177
       frame      data/chars/damnd/rise04.gif
	 offset     238 177
       frame      data/chars/damnd/rise04.gif
	 offset     239 177
       frame      data/chars/damnd/rise04.gif
	 offset     238 177
       frame      data/chars/damnd/rise04.gif
	 offset     237 177
       frame      data/chars/damnd/rise04.gif
	 offset     238 177
       frame      data/chars/damnd/rise04.gif

	 offset     237 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif
	 offset     239 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif
	 offset     237 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif
	 offset     237 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif
	 offset     239 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif
	 offset     237 177
       frame      data/chars/damnd/pain02.gif
	 offset     238 177
       frame      data/chars/damnd/pain02.gif

	 delay      999
       frame      data/chars/damnd/fall01.gif
       sound   	data/sounds/fall.wav
	 delay      8
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif
       frame      data/chars/damnd/fall02.gif



